"UseCasesID","QuestionID","Response","Created"
"400","2","Yes","10/21/2025 8:49 AM"
"400","3","Salesforce,  UKG Data Warehouse, ","10/21/2025 8:49 AM"
"400","4","No","10/21/2025 8:49 AM"
"400","5","Yes","10/21/2025 8:49 AM"
"400","6","Yes","10/21/2025 8:49 AM"
"400","7",,"10/21/2025 8:49 AM"
"400","8",,"10/21/2025 8:49 AM"
"400","9",,"10/21/2025 8:49 AM"
"400","10",,"10/21/2025 8:49 AM"
"400","11",,"10/21/2025 8:49 AM"
"400","12",,"10/21/2025 8:49 AM"
"400","13",,"10/21/2025 8:49 AM"
"400","14",,"10/21/2025 8:49 AM"
"400","15"," APAC,  EMEA, ","10/21/2025 8:49 AM"
"400","16","No","10/21/2025 8:49 AM"
"400","17","Yes","10/21/2025 8:49 AM"
"400","18",,"10/21/2025 8:50 AM"
"400","19",,"10/21/2025 8:50 AM"
"400","20",,"10/21/2025 8:50 AM"
"400","21",,"10/21/2025 8:50 AM"
"400","22",,"10/21/2025 8:50 AM"
"403","2","Yes","10/28/2025 5:28 AM"
"403","3","Salesforce,  UKG Data Warehouse,  ServiecNow, ","10/28/2025 5:28 AM"
"403","4","No","10/28/2025 5:28 AM"
"403","5","Yes","10/28/2025 5:28 AM"
"403","6","Yes","10/28/2025 5:28 AM"
"403","7","Yes","10/28/2025 5:28 AM"
"403","8","Yes","10/28/2025 5:28 AM"
"403","9","Yes","10/28/2025 5:28 AM"
"403","10","Yes","10/28/2025 5:28 AM"
"403","11","Yes","10/28/2025 5:28 AM"
"403","12","No","10/28/2025 5:28 AM"
"403","13","Yes","10/28/2025 5:28 AM"
"403","14","Yes","10/28/2025 5:28 AM"
"403","15","AMER,  APAC, ","10/28/2025 5:28 AM"
"403","16","Yes","10/28/2025 5:28 AM"
"403","17","Yes","10/28/2025 5:28 AM"
"403","18","Yes","10/28/2025 5:28 AM"
"403","19","Yes","10/28/2025 5:28 AM"
"403","20","Public, Internal, ","10/28/2025 5:28 AM"
"403","21","No","10/28/2025 5:28 AM"
"403","22","Yes","10/28/2025 5:28 AM"
"433","2",,"11/7/2025 8:53 AM"
"433","3",,"11/7/2025 8:53 AM"
"433","4",,"11/7/2025 8:53 AM"
"433","5",,"11/7/2025 8:53 AM"
"433","6",,"11/7/2025 8:53 AM"
"433","7",,"11/7/2025 8:53 AM"
"433","8",,"11/7/2025 8:53 AM"
"433","9",,"11/7/2025 8:53 AM"
"433","10",,"11/7/2025 8:53 AM"
"433","11",,"11/7/2025 8:53 AM"
"433","12",,"11/7/2025 8:53 AM"
"433","13",,"11/7/2025 8:53 AM"
"433","14",,"11/7/2025 8:53 AM"
"433","15",,"11/7/2025 8:53 AM"
"433","16",,"11/7/2025 8:53 AM"
"433","17",,"11/7/2025 8:53 AM"
"433","18",,"11/7/2025 8:53 AM"
"433","19",,"11/7/2025 8:53 AM"
"433","20",,"11/7/2025 8:53 AM"
"433","21",,"11/7/2025 8:53 AM"
"433","22",,"11/7/2025 8:53 AM"
"434","2","Yes","11/7/2025 10:02 AM"
"434","3"," UKG Data Warehouse,  UKG Products Data,  ServiecNow,  Sharepoint, ","11/7/2025 10:02 AM"
"434","4","Yes","11/7/2025 10:02 AM"
"434","5","No","11/7/2025 10:02 AM"
"434","6","No","11/7/2025 10:02 AM"
"434","7","Yes","11/7/2025 10:02 AM"
"434","8",,"11/7/2025 10:02 AM"
"434","9",,"11/7/2025 10:02 AM"
"434","10",,"11/7/2025 10:02 AM"
"434","11",,"11/7/2025 10:03 AM"
"434","12",,"11/7/2025 10:03 AM"
"434","13",,"11/7/2025 10:03 AM"
"434","14",,"11/7/2025 10:03 AM"
"434","15"," ANZ,  EMEA, ","11/7/2025 10:03 AM"
"434","16",,"11/7/2025 10:03 AM"
"434","17",,"11/7/2025 10:03 AM"
"434","18",,"11/7/2025 10:03 AM"
"434","19",,"11/7/2025 10:03 AM"
"434","20","Internal, Confidential, ","11/7/2025 10:03 AM"
"434","21",,"11/7/2025 10:03 AM"
"434","22","Yes","11/7/2025 10:03 AM"
"438","2",,"11/11/2025 1:32 AM"
"438","3",,"11/11/2025 1:32 AM"
"438","4",,"11/11/2025 1:32 AM"
"438","5",,"11/11/2025 1:32 AM"
"438","6",,"11/11/2025 1:32 AM"
"438","7",,"11/11/2025 1:32 AM"
"438","8",,"11/11/2025 1:32 AM"
"438","9",,"11/11/2025 1:32 AM"
"438","10",,"11/11/2025 1:32 AM"
"438","11",,"11/11/2025 1:32 AM"
"438","12",,"11/11/2025 1:32 AM"
"438","13",,"11/11/2025 1:32 AM"
"438","14",,"11/11/2025 1:32 AM"
"438","15",,"11/11/2025 1:32 AM"
"438","16",,"11/11/2025 1:32 AM"
"438","17",,"11/11/2025 1:32 AM"
"438","18",,"11/11/2025 1:32 AM"
"438","19",,"11/11/2025 1:32 AM"
"438","20",,"11/11/2025 1:32 AM"
"438","21",,"11/11/2025 1:32 AM"
"438","22",,"11/11/2025 1:32 AM"
"439","22","Yes","11/12/2025 8:14 AM"
"439","3"," Jira,  UKG Data Warehouse, Salesforce","11/12/2025 8:14 AM"
"439","4","No","11/12/2025 8:14 AM"
"439","5","No","11/12/2025 8:14 AM"
"439","6","Yes","11/12/2025 8:14 AM"
"439","7","Yes","11/12/2025 8:14 AM"
"439","8","Yes","11/12/2025 8:14 AM"
"439","9","Yes","11/12/2025 8:14 AM"
"439","10","Yes","11/12/2025 8:14 AM"
"439","11","Yes","11/12/2025 8:14 AM"
"439","12","Yes","11/12/2025 8:14 AM"
"439","13","Yes","11/12/2025 8:14 AM"
"439","14","Yes","11/12/2025 8:14 AM"
"439","15","AMER, APAC","11/12/2025 8:14 AM"
"439","16","Yes","11/12/2025 8:14 AM"
"439","17","Yes","11/12/2025 8:14 AM"
"439","18","Yes","11/12/2025 8:14 AM"
"439","19","Yes","11/12/2025 8:14 AM"
"439","20","Public, Internal","11/12/2025 8:15 AM"
"439","21","Yes","11/12/2025 8:15 AM"
"439","22","Yes","11/12/2025 8:15 AM"
"441","22","Yes","11/12/2025 11:26 AM"
"441","3","Salesforce,  UKG Data Warehouse, ","11/12/2025 11:26 AM"
"441","4","Yes","11/12/2025 11:26 AM"
"441","5","No","11/12/2025 11:26 AM"
"441","6","Yes","11/12/2025 11:26 AM"
"441","7","Yes","11/12/2025 11:26 AM"
"441","8","Yes","11/12/2025 11:26 AM"
"441","9","Yes","11/12/2025 11:26 AM"
"441","10","Yes","11/12/2025 11:26 AM"
"441","11","Yes","11/12/2025 11:26 AM"
"441","12","Yes","11/12/2025 11:26 AM"
"441","13","Yes","11/12/2025 11:26 AM"
"441","14","Yes","11/12/2025 11:26 AM"
"441","15","AMER,  APAC, ","11/12/2025 11:26 AM"
"441","16","Yes","11/12/2025 11:26 AM"
"441","17","Yes","11/12/2025 11:26 AM"
"441","18","Yes","11/12/2025 11:27 AM"
"441","19","Yes","11/12/2025 11:27 AM"
"441","20","Internal, Public, ","11/12/2025 11:27 AM"
"441","21","Yes","11/12/2025 11:27 AM"
"441","22","Yes","11/12/2025 11:27 AM"
"442","2","No","11/13/2025 1:00 AM"
"442","3","UKG Data Warehouse, ServiecNow, Jira, D365","11/13/2025 1:00 AM"
"442","4","No","11/13/2025 1:00 AM"
"442","5","No","11/13/2025 1:00 AM"
"442","6","Yes","11/13/2025 1:00 AM"
"442","7","Yes","11/13/2025 1:00 AM"
"442","8","Yes","11/13/2025 1:00 AM"
"442","9","Yes","11/13/2025 1:00 AM"
"442","10","Yes","11/13/2025 1:00 AM"
"442","11","Yes","11/13/2025 1:00 AM"
"442","12","No","11/13/2025 1:00 AM"
"442","13","Yes","11/13/2025 1:00 AM"
"442","14","No","11/13/2025 1:00 AM"
"442","15","EMEA, APAC, AMER, ANZ","11/13/2025 1:00 AM"
"442","16","No","11/13/2025 1:00 AM"
"442","17","Yes","11/13/2025 1:00 AM"
"442","18","Yes","11/13/2025 1:00 AM"
"442","19","Yes","11/13/2025 1:00 AM"
"442","20","Public, Internal","11/13/2025 1:00 AM"
"442","21","Yes","11/13/2025 1:00 AM"
"442","22","Yes","11/13/2025 1:00 AM"
"402","2","No","11/13/2025 7:40 AM"
"402","3","Salesforce, ServiecNow, Jira","11/13/2025 7:40 AM"
"402","4","No","11/13/2025 7:40 AM"
"402","5","No","11/13/2025 7:40 AM"
"402","6","Yes","11/13/2025 7:40 AM"
"402","7","No","11/13/2025 7:40 AM"
"402","8","Yes","11/13/2025 7:40 AM"
"402","9","Yes","11/13/2025 7:40 AM"
"402","10","Yes","11/13/2025 7:40 AM"
"402","11","Yes","11/13/2025 7:40 AM"
"402","12","Yes","11/13/2025 7:40 AM"
"402","13","Yes","11/13/2025 7:40 AM"
"402","14","Yes","11/13/2025 7:40 AM"
"402","15","AMER, APAC","11/13/2025 7:40 AM"
"402","16","Yes","11/13/2025 7:40 AM"
"402","17","Yes","11/13/2025 7:40 AM"
"402","18","Yes","11/13/2025 7:40 AM"
"402","19","Yes","11/13/2025 7:40 AM"
"402","20","Public, Internal","11/13/2025 7:40 AM"
"402","21","Yes","11/13/2025 7:40 AM"
"402","22","Yes","11/13/2025 7:40 AM"
"443","2","Yes","11/13/2025 10:34 AM"
"443","3","Salesforce, UKG Data Warehouse, ServiecNow, Jira, D365","11/13/2025 10:34 AM"
"443","4","Yes","11/13/2025 10:34 AM"
"443","5","Yes","11/13/2025 10:34 AM"
"443","6","No","11/13/2025 10:34 AM"
"443","7","Yes","11/13/2025 10:34 AM"
"443","8","No","11/13/2025 10:34 AM"
"443","9","Yes","11/13/2025 10:34 AM"
"443","10","Yes","11/13/2025 10:34 AM"
"443","11","Yes","11/13/2025 10:34 AM"
"443","12","Yes","11/13/2025 10:34 AM"
"443","13","Yes","11/13/2025 10:34 AM"
"443","14","Yes","11/13/2025 10:34 AM"
"443","15","AMER, APAC","11/13/2025 10:34 AM"
"443","16","Yes","11/13/2025 10:34 AM"
"443","17","Yes","11/13/2025 10:34 AM"
"443","18","Yes","11/13/2025 10:34 AM"
"443","19","Yes","11/13/2025 10:34 AM"
"443","20","Public, Internal, Confidential","11/13/2025 10:34 AM"
"443","21","Yes","11/13/2025 10:34 AM"
"443","22","No","11/13/2025 10:34 AM"
"446","2","Yes","11/14/2025 12:03 AM"
"446","3","Salesforce, UKG Data Warehouse","11/14/2025 12:03 AM"
"446","4","Yes","11/14/2025 12:03 AM"
"446","5","Yes","11/14/2025 12:03 AM"
"446","6","Yes","11/14/2025 12:03 AM"
"446","7","Yes","11/14/2025 12:03 AM"
"446","8","Yes","11/14/2025 12:03 AM"
"446","9","Yes","11/14/2025 12:03 AM"
"446","10","Yes","11/14/2025 12:03 AM"
"446","11","Yes","11/14/2025 12:03 AM"
"446","12","Yes","11/14/2025 12:03 AM"
"446","13","Yes","11/14/2025 12:03 AM"
"446","14","Yes","11/14/2025 12:03 AM"
"446","15","APAC, AMER","11/14/2025 12:03 AM"
"446","16","Yes","11/14/2025 12:03 AM"
"446","17","Yes","11/14/2025 12:03 AM"
"446","18","Yes","11/14/2025 12:03 AM"
"446","19","Yes","11/14/2025 12:03 AM"
"446","20","Public, Internal","11/14/2025 12:03 AM"
"446","21","Yes","11/14/2025 12:03 AM"
"446","22","Yes","11/14/2025 12:03 AM"
"449","2","Yes","11/14/2025 3:38 AM"
"449","3","UKG Data Warehouse","11/14/2025 3:38 AM"
"449","4","Yes","11/14/2025 3:38 AM"
"449","5","Yes","11/14/2025 3:38 AM"
"449","6","Yes","11/14/2025 3:38 AM"
"449","7","Yes","11/14/2025 3:38 AM"
"449","8","Yes","11/14/2025 3:38 AM"
"449","9","Yes","11/14/2025 3:38 AM"
"449","10","Yes","11/14/2025 3:38 AM"
"449","11","Yes","11/14/2025 3:38 AM"
"449","12","Yes","11/14/2025 3:38 AM"
"449","13","Yes","11/14/2025 3:38 AM"
"449","14","Yes","11/14/2025 3:38 AM"
"449","15","AMER","11/14/2025 3:38 AM"
"449","16","Yes","11/14/2025 3:38 AM"
"449","17","Yes","11/14/2025 3:38 AM"
"449","18","Yes","11/14/2025 3:38 AM"
"449","19","Yes","11/14/2025 3:38 AM"
"449","20","Internal","11/14/2025 3:38 AM"
"449","21","Yes","11/14/2025 3:38 AM"
"449","22","Yes","11/14/2025 3:38 AM"
"461","2","Yes","11/21/2025 12:54 PM"
"461","3","ServiecNow, Jira","11/21/2025 12:54 PM"
"461","4","Yes","11/21/2025 12:54 PM"
"461","5","No","11/21/2025 12:54 PM"
"461","6","Yes","11/21/2025 12:54 PM"
"461","7","No","11/21/2025 12:54 PM"
"461","8","Yes","11/21/2025 12:54 PM"
"461","9","No","11/21/2025 12:54 PM"
"461","10","Yes","11/21/2025 12:54 PM"
"461","11","No","11/21/2025 12:55 PM"
"461","12","Yes","11/21/2025 12:54 PM"
"461","13","No","11/21/2025 12:55 PM"
"461","14","Yes","11/21/2025 12:55 PM"
"461","15","APAC, EMEA","11/21/2025 12:55 PM"
"461","16","No","11/21/2025 12:55 PM"
"461","17","Yes","11/21/2025 12:55 PM"
"461","18","No","11/21/2025 12:55 PM"
"461","19","Yes","11/21/2025 12:55 PM"
"461","20","Internal, Confidential","11/21/2025 12:55 PM"
"461","21","No","11/21/2025 12:55 PM"
"461","22","Yes","11/21/2025 12:55 PM"
"464","2","Yes","11/24/2025 3:09 AM"
"464","3","ServiecNow","11/24/2025 3:09 AM"
"464","4","Yes","11/24/2025 3:09 AM"
"464","5","Yes","11/24/2025 3:09 AM"
"464","6","Yes","11/24/2025 3:09 AM"
"464","7","Yes","11/24/2025 3:09 AM"
"464","8","Yes","11/24/2025 3:09 AM"
"464","9","Yes","11/24/2025 3:09 AM"
"464","10","Yes","11/24/2025 3:09 AM"
"464","11","Yes","11/24/2025 3:09 AM"
"464","12","Yes","11/24/2025 3:09 AM"
"464","13","Yes","11/24/2025 3:09 AM"
"464","14","Yes","11/24/2025 3:09 AM"
"464","15","APAC","11/24/2025 3:09 AM"
"464","16","Yes","11/24/2025 3:09 AM"
"464","17","Yes","11/24/2025 3:09 AM"
"464","18","Yes","11/24/2025 3:09 AM"
"464","19","Yes","11/24/2025 3:09 AM"
"464","20","Internal","11/24/2025 3:09 AM"
"464","21","Yes","11/24/2025 3:09 AM"
"464","22","Yes","11/24/2025 3:09 AM"
"465","2","Yes","11/24/2025 3:25 AM"
"465","3","UKG Data Warehouse","11/24/2025 3:25 AM"
"465","4","Yes","11/24/2025 3:25 AM"
"465","5","Yes","11/24/2025 3:25 AM"
"465","6","Yes","11/24/2025 3:25 AM"
"465","7","Yes","11/24/2025 3:25 AM"
"465","8","Yes","11/24/2025 3:25 AM"
"465","9","Yes","11/24/2025 3:25 AM"
"465","10","Yes","11/24/2025 3:25 AM"
"465","11","Yes","11/24/2025 3:25 AM"
"465","12","Yes","11/24/2025 3:25 AM"
"465","13","Yes","11/24/2025 3:25 AM"
"465","14","Yes","11/24/2025 3:25 AM"
"465","15","APAC","11/24/2025 3:25 AM"
"465","16","Yes","11/24/2025 3:25 AM"
"465","17","Yes","11/24/2025 3:25 AM"
"465","18","Yes","11/24/2025 3:25 AM"
"465","19","Yes","11/24/2025 3:25 AM"
"465","20","Public","11/24/2025 3:25 AM"
"465","21","Yes","11/24/2025 3:25 AM"
"465","22","Yes","11/24/2025 3:25 AM"
