"Start Date","End Date","UseCases ID","UseCase Phase","Created"
"10/1/2025","12/31/2026","355","Idea","10/1/2025 10:34 AM"
"10/1/2025","10/20/2025","356","Idea","10/1/2025 1:18 PM"
"10/1/2025","10/4/2025","357","Idea","10/1/2025 1:52 PM"
"10/3/2025","10/6/2025","358","Idea","10/3/2025 12:30 AM"
"10/15/2025","10/13/2025","358","Diagnose","10/3/2025 12:58 AM"
"11/6/2025","11/30/2025","359","Idea","10/3/2025 1:17 AM"
"10/16/2025","10/22/2025","358","Diagnose","10/3/2025 1:31 AM"
"10/4/2025","10/31/2025","360","Idea","10/3/2025 1:50 AM"
"10/3/2025","10/6/2025","361","Idea","10/3/2025 5:16 AM"
"10/3/2025","10/6/2025","362","Idea","10/3/2025 5:28 AM"
"10/4/2025","10/31/2025","363","Idea","10/3/2025 5:34 AM"
"10/3/2025","10/13/2025","364","Idea","10/3/2025 6:10 AM"
"10/3/2025","10/5/2025","365","Idea","10/3/2025 6:18 AM"
"10/3/2025","10/31/2025","366","Idea","10/3/2025 6:46 AM"
"10/4/2025","10/5/2025","366","Diagnose","10/3/2025 6:49 AM"
"10/3/2025","10/31/2025","367","Idea","10/3/2025 6:58 AM"
"10/3/2025","10/31/2025","368","Idea","10/3/2025 7:26 AM"
"10/3/2025","11/3/2025","369","Idea","10/3/2025 10:03 AM"
"10/3/2025","10/6/2025","370","Idea","10/3/2025 12:10 PM"
"10/3/2025","10/7/2025","371","Idea","10/3/2025 1:07 PM"
"10/7/2025","10/31/2025","372","Idea","10/6/2025 1:17 AM"
"10/8/2025","10/14/2025","378","Idea","10/8/2025 1:56 AM"
"10/15/2025","10/22/2025","378","Diagnose","10/8/2025 1:58 AM"
"9/25/2025","10/25/2025","1","Idea","10/9/2025 1:40 AM"
"9/25/2025","10/25/2025","2","Idea","10/9/2025 1:40 AM"
"9/25/2025","10/25/2025","3","Idea","10/9/2025 1:40 AM"
"9/25/2025","10/25/2025","4","Idea","10/9/2025 1:41 AM"
"9/25/2025","10/25/2025","5","Idea","10/9/2025 1:41 AM"
"9/25/2025","10/25/2025","1","Idea","10/9/2025 1:45 AM"
"9/25/2025","10/25/2025","2","Idea","10/9/2025 1:45 AM"
"9/25/2025","10/25/2025","3","Idea","10/9/2025 1:45 AM"
"9/25/2025","10/25/2025","4","Idea","10/9/2025 1:45 AM"
"9/25/2025","10/25/2025","5","Idea","10/9/2025 1:45 AM"
"9/25/2025","10/25/2025","1","Idea","10/9/2025 4:34 AM"
"9/25/2025","10/25/2025","2","Idea","10/9/2025 4:34 AM"
"9/25/2025","10/25/2025","3","Idea","10/9/2025 4:34 AM"
"9/25/2025","10/25/2025","4","Idea","10/9/2025 4:34 AM"
"9/25/2025","10/25/2025","5","Idea","10/9/2025 4:34 AM"
"9/25/2025","10/25/2025","1","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","2","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","3","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","4","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","5","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","6","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","7","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","8","Idea","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","9","Idea","10/9/2025 4:39 AM"
"10/25/2025","11/24/2025","9","Diagnose","10/9/2025 4:39 AM"
"11/24/2025","12/24/2025","9","Design","10/9/2025 4:39 AM"
"12/24/2025","1/23/2026","9","Implemented","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","10","Idea","10/9/2025 4:39 AM"
"10/25/2025","11/24/2025","10","Diagnose","10/9/2025 4:39 AM"
"11/24/2025","12/24/2025","10","Design","10/9/2025 4:39 AM"
"12/24/2025","1/23/2026","10","Implemented","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","11","Idea","10/9/2025 4:39 AM"
"10/25/2025","11/24/2025","11","Diagnose","10/9/2025 4:39 AM"
"11/24/2025","12/24/2025","11","Design","10/9/2025 4:39 AM"
"12/24/2025","1/23/2026","11","Implemented","10/9/2025 4:39 AM"
"9/25/2025","10/25/2025","12","Idea","10/9/2025 4:39 AM"
"10/25/2025","11/24/2025","12","Diagnose","10/9/2025 4:39 AM"
"11/24/2025","12/24/2025","12","Design","10/9/2025 4:39 AM"
"12/24/2025","1/23/2026","12","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","13","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","13","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","13","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","13","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","14","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","14","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","15","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","15","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","15","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","15","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","16","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","16","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","16","Design","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","17","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","17","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","17","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","17","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","18","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","18","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","19","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","19","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","19","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","19","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","20","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","20","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","20","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","20","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","21","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","21","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","22","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","22","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","22","Design","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","23","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","23","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","23","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","23","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","24","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","24","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","24","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","24","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","25","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","25","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","25","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","25","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","26","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","26","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","26","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","26","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","27","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","27","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","28","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","28","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","28","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","28","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","29","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","29","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","29","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","29","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","30","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","30","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","30","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","30","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","31","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","31","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","31","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","31","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","32","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","32","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","32","Design","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","33","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","33","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","33","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","33","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","34","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","34","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","34","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","34","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","35","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","35","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","35","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","35","Implemented","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","36","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","36","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","37","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","37","Diagnose","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","38","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","38","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","38","Design","10/9/2025 4:40 AM"
"9/25/2025","10/25/2025","39","Idea","10/9/2025 4:40 AM"
"10/25/2025","11/24/2025","39","Diagnose","10/9/2025 4:40 AM"
"11/24/2025","12/24/2025","39","Design","10/9/2025 4:40 AM"
"12/24/2025","1/23/2026","39","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","706","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","706","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","706","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","706","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","707","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","707","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","707","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","707","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","708","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","708","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","708","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","708","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","709","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","709","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","709","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","709","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","710","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","710","Diagnose","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","711","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","711","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","711","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","711","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","712","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","712","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","712","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","712","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","713","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","713","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","713","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","713","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","714","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","714","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","714","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","714","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","715","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","715","Diagnose","10/9/2025 4:40 AM"
"12/6/2025","1/5/2026","715","Design","10/9/2025 4:40 AM"
"1/5/2026","2/4/2026","715","Implemented","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","716","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","716","Diagnose","10/9/2025 4:40 AM"
"10/7/2025","11/6/2025","717","Idea","10/9/2025 4:40 AM"
"11/6/2025","12/6/2025","717","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","717","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","717","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","718","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","718","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","718","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","718","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","719","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","719","Diagnose","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","720","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","720","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","720","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","720","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","721","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","721","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","721","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","721","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","722","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","722","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","722","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","722","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","723","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","723","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","723","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","723","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","724","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","724","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","724","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","724","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","725","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","725","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","725","Design","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","726","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","726","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","726","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","726","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","727","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","727","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","727","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","727","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","728","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","728","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","728","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","728","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","729","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","729","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","729","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","729","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","730","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","730","Diagnose","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","731","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","731","Diagnose","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","732","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","732","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","732","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","732","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","733","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","733","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","733","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","733","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","734","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","734","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","734","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","734","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","735","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","735","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","735","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","735","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","736","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","736","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","736","Design","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","737","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","737","Diagnose","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","738","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","738","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","738","Design","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","739","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","739","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","739","Design","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","740","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","740","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","740","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","740","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","741","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","741","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","741","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","741","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","742","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","742","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","742","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","742","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","743","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","743","Diagnose","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","744","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","744","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","744","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","744","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","745","Idea","10/9/2025 4:41 AM"
"11/6/2025","12/6/2025","745","Diagnose","10/9/2025 4:41 AM"
"12/6/2025","1/5/2026","745","Design","10/9/2025 4:41 AM"
"1/5/2026","2/4/2026","745","Implemented","10/9/2025 4:41 AM"
"10/7/2025","11/6/2025","746","Idea","10/9/2025 4:41 AM"
